batch_id,date,pH,temperature,taste,odor,fat,turbidity,color,grade
BATCH_0020,2024-10-26 22:05:54.024883,6.4175392597329415,7.708185132668376,8,1,3.288642770153645,1.5757810360199846,64.90459944828532,A
BATCH_0021,2024-10-27 22:05:54.024883,6.993129753784311,6.442067391050706,5,10,3.8747908716538277,1.8317310001558846,83.11963714113331,A
BATCH_0022,2024-10-28 22:05:54.024883,6.654844739902693,5.164195406937232,10,2,3.4130267888319232,1.9751871663177103,86.59660565547925,B
BATCH_0023,2024-10-29 22:05:54.024883,6.713505640937585,3.547031802300336,5,10,3.153344627205416,0.66643578601291,83.6802235796821,A
BATCH_0024,2024-10-30 22:05:54.024883,6.4150503627573086,2.0811215265530407,1,3,3.6271707546492604,2.7604717490708808,90.75107820989771,A
BATCH_0025,2024-10-31 22:05:54.024883,6.591123455094964,3.255586447857894,6,6,2.993485244188581,1.6210529967521468,79.35611901294277,A
BATCH_0026,2024-11-01 22:05:54.024883,6.722184517941973,6.177497239408372,5,9,2.6563881250321493,2.7965513214313056,72.36596837454394,A
BATCH_0027,2024-11-02 22:05:54.024883,6.4698012845155395,7.769172611869218,1,3,3.497447712217368,1.2090567496747833,75.00351115685777,A
BATCH_0028,2024-11-03 22:05:54.024883,6.7751396036691345,7.086487056544378,6,2,3.171293103144558,3.4230132368944997,79.84232655470463,B
BATCH_0029,2024-11-04 22:05:54.024883,6.579872262016239,3.022301156427452,1,5,3.3729228236650752,3.2376259301305024,79.75651383751647,A
BATCH_0030,2024-11-05 22:05:54.024883,6.641661250041345,1.7607651334219776,1,3,3.016633540927775,1.7941209859397849,109.0612235800327,A
BATCH_0031,2024-11-06 22:05:54.024883,6.579658677554121,4.281772493822408,7,2,4.104466069851285,2.859649157882116,97.55105416583083,A
BATCH_0032,2024-11-07 22:05:54.024883,7.070455636901788,0.4631212688742967,10,1,3.1692536280359307,2.58292055930958,91.86709204348566,A
BATCH_0033,2024-11-08 22:05:54.024883,6.697300555052413,4.646335428369563,1,10,3.284000310914595,3.982299486152912,89.46012510728538,A
BATCH_0034,2024-11-09 22:05:54.024883,6.48845781420882,3.7047948274026625,6,1,3.688941633791617,1.4675210321051277,87.99772235602137,A
BATCH_0035,2024-11-10 22:05:54.024883,6.864508982420638,3.0679269962635156,1,6,2.8116928508386585,2.347702021505853,88.05000545209728,B
BATCH_0036,2024-11-11 22:05:54.024883,6.455831270005795,0.8105938654664091,6,6,2.7747251133756476,1.859316363292227,86.63286053080132,C
BATCH_0037,2024-11-12 22:05:54.024883,6.741772719000951,5.027200213139433,3,3,3.6904764178467064,2.544818197100168,85.40119082436578,B
BATCH_0038,2024-11-13 22:05:54.024883,6.308065975224045,2.9345983206761774,8,7,3.277526184768915,3.033273602783593,64.08135905449133,A
BATCH_0039,2024-11-14 22:05:54.024883,6.434362790220314,1.660166328579424,6,6,3.0492524465529223,1.848192621926291,81.30872726927507,A
BATCH_0040,2024-11-15 22:05:54.024883,6.739372247173825,-1.7445244265632986,3,2,3.80168658647366,2.1358937786107877,82.59699194851753,A
BATCH_0041,2024-11-16 22:05:54.024883,6.8476933159990825,3.9449701898987275,5,8,3.0940391704460035,3.466040798057363,77.51026902729954,B
BATCH_0042,2024-11-17 22:05:54.024883,6.734273656237995,7.544503193339488,7,10,3.3627438502255376,3.8573246619264427,79.43903063771198,C
BATCH_0043,2024-11-18 22:05:54.024883,6.676870343522352,7.32251842909574,1,5,3.0519347660137437,2.9935160352028785,88.00749017180796,A
BATCH_0044,2024-11-19 22:05:54.024883,6.639779260882142,3.0858074868274565,6,4,3.651718593124912,2.362036901256841,92.67590076949959,A
BATCH_0045,2024-11-20 22:05:54.024883,6.404295601926515,2.7955758792764387,6,7,4.1660380963583865,2.2669030789628506,87.99236461918441,B
BATCH_0046,2024-11-21 22:05:54.024883,6.556031158321058,4.937548512150047,6,5,2.5694800353339424,3.04812632872729,92.42444238646956,B
BATCH_0047,2024-11-22 22:05:54.024883,6.607872245808043,2.0032291216234173,10,4,3.5563288443753227,2.727767001404872,92.6010803081469,B
BATCH_0048,2024-11-23 22:05:54.024883,6.911424445243783,4.6035837996389315,3,8,3.928294220943175,0.8510241621086969,82.00294406472146,B
BATCH_0049,2024-11-24 22:05:54.024883,6.768723657913693,5.53216055676938,7,4,3.2892611263471134,3.072385232307903,90.25307462502151,C
BATCH_0050,2024-11-25 22:05:54.024883,6.347391968927454,6.453866447768615,8,7,2.934478812852057,1.6394302105774379,67.5362752037632,A
BATCH_0051,2024-11-26 22:05:54.024883,6.764816793878959,3.799691847040094,2,6,3.7104817635637017,1.0830635915243478,81.15674773141228,C
BATCH_0052,2024-11-27 22:05:54.024883,6.622983543916737,3.5926524996460683,10,2,4.00082675168855,0.8316551118912743,79.981484105337,C
BATCH_0053,2024-11-28 22:05:54.024883,6.564615599938809,2.244034826486878,6,5,3.9452610888227344,2.2838956288166807,100.31326802314233,B
BATCH_0054,2024-11-29 22:05:54.024883,6.822335257768174,2.3462392919202797,10,6,3.6829546689574135,1.4834756378173977,88.3708729273368,A
BATCH_0055,2024-11-30 22:05:54.024883,6.90619990449919,3.5470422161969464,4,5,3.548956868804321,0.17363844026080244,71.65545918847084,A
BATCH_0056,2024-12-01 22:05:54.024883,6.88625602382324,4.734731013632356,6,2,3.0504937223078494,2.141544493163189,90.94583804775557,A
BATCH_0057,2024-12-02 22:05:54.024883,6.532156495355473,5.827169252466499,8,7,3.932622475171971,2.0094291651141343,94.09783345101162,A
BATCH_0058,2024-12-03 22:05:54.024883,6.638157524829757,2.3936420986393103,4,4,3.904978406676254,2.35009888534162,84.10336078460367,B
BATCH_0059,2024-12-04 22:05:54.024883,6.766252686280713,6.985377137919043,1,8,2.9309708406723667,1.8711020459576229,91.90255929122803,A
BATCH_0060,2024-12-05 22:05:54.024883,6.895109025424472,3.4577527979148623,4,7,3.6822398639232454,4.329329663527278,60.04292616217535,A
BATCH_0061,2024-12-06 22:05:54.024883,6.604165152430943,3.9572654113031276,2,7,3.8264119377598926,3.0173372946836405,58.006776505677,B
BATCH_0062,2024-12-07 22:05:54.024883,6.6628682046672365,2.5055766417043532,10,9,3.9410568860377535,2.0003866763785227,73.21330763702478,A
BATCH_0063,2024-12-08 22:05:54.024883,6.478733005198794,-0.8484805205458832,7,1,3.4625051904363895,2.4363731625526373,86.49039700624998,A
BATCH_0064,2024-12-09 22:05:54.024883,6.460758675183866,5.7680907927220995,7,8,3.071216212926928,3.9146426674953476,100.32163769608547,A
BATCH_0065,2024-12-10 22:05:54.024883,6.86250516447884,5.473687794184867,3,6,3.2489419100679773,3.456622811735491,73.73572311117245,B
BATCH_0066,2024-12-11 22:05:54.024883,6.971248005714164,3.437344885763573,3,6,2.9963750707720194,1.1037881856249676,76.46322591712062,A
BATCH_0067,2024-12-12 22:05:54.024883,6.685597975683933,4.133981434449744,1,6,3.474469667442509,1.5257094391733705,85.88606390724749,B
BATCH_0068,2024-12-13 22:05:54.024883,6.900706579578405,5.031878435408199,3,6,3.3765573017156547,1.7181531259766596,80.07681205020965,A
BATCH_0069,2024-12-14 22:05:54.024883,6.772327205009527,0.8749082862269146,5,10,4.572518210384354,2.060300049064191,79.50809230703176,C
BATCH_0070,2024-12-15 22:05:54.024883,6.5709760490789755,2.9418946453074106,6,7,3.947338571219066,1.9045767971239576,80.78525162568708,A
BATCH_0071,2024-12-16 22:05:54.024883,6.772279121101683,5.588529359243655,6,10,3.9847740334445483,2.5340092548610778,98.14788491519018,A
BATCH_0072,2024-12-17 22:05:54.024883,7.007607313293194,1.4914211536615012,3,6,3.7356762454138646,3.235721311018888,96.16134288738122,A
BATCH_0073,2024-12-18 22:05:54.024883,6.69283479217801,4.587115864333258,10,1,3.316341176665741,3.4026602893824855,85.23469322292615,A
BATCH_0074,2024-12-19 22:05:54.024883,7.012928731162802,1.28683639075319,8,3,3.3623050205909633,2.1732026571007093,101.54480273919644,A
BATCH_0075,2024-12-20 22:05:54.024883,6.176050979182051,4.932859964867053,8,1,3.4080653500916895,0.8653064812456039,90.09028354067975,A
BATCH_0076,2024-12-21 22:05:54.024883,6.864380500875045,3.928717035405033,1,6,3.594116636350567,1.4595900581282584,96.53894134538491,A
BATCH_0077,2024-12-22 22:05:54.024883,6.717409413647634,0.7697363681889811,7,8,3.694584905111724,1.9802252103699698,76.39453427451372,A
BATCH_0078,2024-12-23 22:05:54.024883,6.640198529906827,6.329478708914342,1,3,3.500354313840261,1.2549655407486424,78.46322946251942,A
BATCH_0079,2024-12-24 22:05:54.024883,6.718352155307101,2.5308168464039014,1,10,3.3547007613284334,3.640858986701614,78.35617708504031,A
BATCH_0080,2024-12-25 22:05:54.024883,6.302486217079822,2.3794951259712382,3,5,3.2029421847560076,1.320458941419272,84.132777508585,B
BATCH_0081,2024-12-26 22:05:54.024883,6.656065622432497,4.401138394461886,4,8,2.8036756211083733,3.117063044735203,85.59913237091261,C
BATCH_0082,2024-12-27 22:05:54.024883,6.771422514302349,6.29727469885743,7,5,4.141689582523326,0.8181196449774619,88.24177308596995,A
BATCH_0083,2024-12-28 22:05:54.024883,6.995578808948303,1.968356362043206,10,8,4.602764784132707,3.157201101296054,104.73104868081904,A
BATCH_0084,2024-12-29 22:05:54.024883,6.596345956345271,4.123359699695944,6,6,4.099668390464125,2.3607312933324143,92.21278129249048,C
BATCH_0085,2024-12-30 22:05:54.024883,6.538301279421363,4.857633000661146,4,5,2.870467187034627,4.01253070230255,79.85208300500344,A
BATCH_0086,2024-12-31 22:05:54.024883,6.599648591283093,5.386211214526288,10,9,3.893508284820446,1.36843739345367,84.96725620944177,C
BATCH_0087,2025-01-01 22:05:54.024883,6.883080423540415,4.35288311055445,5,7,4.0118881508104085,1.9358851993884054,100.04942189115205,A
BATCH_0088,2025-01-02 22:05:54.024883,6.765750221931937,3.2659443218333553,10,8,3.298281150689321,2.1295673985895607,92.81879842604121,B
BATCH_0089,2025-01-03 22:05:54.024883,6.594047959246592,2.344819558702561,2,1,3.7444636198195145,2.347499929849688,99.9178216342406,A
BATCH_0090,2025-01-04 22:05:54.024883,6.802653486622671,4.172287766092749,3,2,3.2718484837386903,2.1540191690975092,80.1731673635265,C
BATCH_0091,2025-01-05 22:05:54.024883,6.7194155098696084,1.8557219760287862,7,8,4.26446449740687,2.173321434091013,77.88338461423695,A
BATCH_0092,2025-01-06 22:05:54.024883,6.893728998106578,-1.8427009669892147,8,9,3.682685461107657,2.156937456614337,78.02955298640578,B
BATCH_0093,2025-01-07 22:05:54.024883,6.55958938122453,4.873119608315336,8,4,3.041422254314476,0.42882011741953363,80.98013508863865,A
BATCH_0094,2025-01-08 22:05:54.024883,6.634467570680447,5.807869682172391,10,10,3.834904049004669,3.493334501607768,74.36716990229506,A
BATCH_0095,2025-01-09 22:05:54.024883,6.621578369373569,-0.7258648710836768,8,10,4.029390336745124,5.361136567633684,87.9519306170842,B
BATCH_0096,2025-01-10 22:05:54.024883,6.4072970103735765,1.980538590580125,2,6,3.599065825567938,2.798271104600988,88.12387243411645,A
BATCH_0097,2025-01-11 22:05:54.024883,6.759224055412916,5.238308522010396,8,4,3.7397208458716342,1.3642491521417062,98.38777970421063,C
BATCH_0098,2025-01-12 22:05:54.024883,6.752211054435978,8.114990939423397,5,10,3.465123285385601,1.4654613691517129,67.39737499419991,A
BATCH_0099,2025-01-13 22:05:54.024883,6.701022691328492,4.041587415350816,8,10,2.932859773426883,3.1131740018915677,75.5587244353758,B
BATCH_0100,2025-01-14 22:05:54.024883,6.653082573324971,2.543994117541731,3,10,3.424133120789746,2.885469475848243,93.05580474530727,A
BATCH_0101,2025-01-15 22:05:54.024883,6.416925851589918,3.6342071177903197,7,6,3.761519816481779,2.2157098894466616,86.83473118711566,C
BATCH_0102,2025-01-16 22:05:54.024883,6.615870935446928,6.74975283829637,8,7,3.4359865660083813,3.2534043708791853,85.4480245638794,C
BATCH_0103,2025-01-17 22:05:54.024883,6.631457096694646,2.708071641750929,10,2,3.9003827133697957,0.43611495324550864,97.63853839910121,A
BATCH_0104,2025-01-18 22:05:54.024883,6.5395445461556765,2.401615986699493,3,9,3.303909219401208,3.2540621272311236,74.9004579732384,B
BATCH_0105,2025-01-19 22:05:54.024883,6.6677428576667985,3.034512955635935,10,4,3.3367045862745863,2.7377611645948927,77.71270607345977,B
BATCH_0106,2025-01-20 22:05:54.024883,6.780810171362908,2.0933427834825755,8,8,3.9155599989969523,1.5040520092167675,76.53488155556389,A
BATCH_0107,2025-01-21 22:05:54.024883,7.077237180242106,4.245340631989591,2,7,3.6109262584015225,1.0666760716193155,64.87091956106644,B
BATCH_0108,2025-01-22 22:05:54.024883,6.734915562566368,7.249356916939121,1,7,3.294139209422204,2.6213272827456273,86.32817533416265,A
BATCH_0109,2025-01-23 22:05:54.024883,6.751510078144553,4.6461585462320585,7,8,4.016902688004312,3.9072381367677638,79.77147412963713,B
BATCH_0110,2025-01-24 22:05:54.024883,6.685110816846767,3.495292995747425,5,1,3.155632141024736,2.2719067680029656,77.67099191508223,A
BATCH_0111,2025-01-25 22:05:54.024883,6.316245756940192,3.416377462168912,7,3,3.1365255204913254,1.6473149837671603,75.86574873682697,A
BATCH_0112,2025-01-26 22:05:54.024883,6.694697224910157,0.8736183826066859,2,2,2.085275594467963,2.6912882601362527,84.82253307581607,A
BATCH_0113,2025-01-27 22:05:54.024883,6.712046041988206,5.766219554294318,7,2,3.223015725711276,4.320871810123474,77.0146048544124,A
BATCH_0114,2025-01-28 22:05:54.024883,7.192648422497057,3.844325605974396,7,1,4.154358339461141,2.931299813063716,87.2156752760824,B
BATCH_0115,2025-01-29 22:05:54.024883,6.661527807043775,3.6390401728187487,6,5,2.4638536569137806,3.039401988209408,89.59180167334863,C
BATCH_0116,2025-01-30 22:05:54.024883,6.760309468466723,10.38621513568972,6,2,3.024039929885391,3.7227986359705563,82.05422359500004,A
BATCH_0117,2025-01-31 22:05:54.024883,6.693057646058952,4.597505816731372,10,4,3.719534277945085,2.9725573993838226,81.37532360240574,A
BATCH_0118,2025-02-01 22:05:54.024883,6.466264392476094,2.4964178998096314,4,1,2.377566613053636,1.7190302928398458,86.8549100031849,B
BATCH_0119,2025-02-02 22:05:54.024883,6.928564562903004,3.1472848075889135,7,3,3.244650693245118,0.7554350481019638,84.71150279865732,A
BATCH_0120,2025-02-03 22:05:54.024883,6.850386606537355,6.29689141839351,7,2,4.070431607805373,1.5783468802217375,98.30159355354728,A
BATCH_0121,2025-02-04 22:05:54.024883,6.858206389408609,4.226540821075529,10,6,4.5215129009244945,1.3952736949023252,88.18265537560205,A
BATCH_0122,2025-02-05 22:05:54.024883,6.518122509041053,1.1234440433652666,2,2,3.645123282833516,3.1593081195113273,95.9558600027431,A
BATCH_0123,2025-02-06 22:05:54.024883,6.98055886218722,5.838457869150407,8,8,3.0367664908794416,3.298348051349108,91.10511002359014,A
BATCH_0124,2025-02-07 22:05:54.024883,6.4196297874415436,2.663711828922012,10,6,3.019935630675859,2.675572061715488,71.81581859873612,B
BATCH_0125,2025-02-08 22:05:54.024883,6.817371418760054,7.746595552435091,8,5,3.572453984665452,1.231308023156827,79.4173512419435,A
BATCH_0126,2025-02-09 22:05:54.024883,7.138091125161996,6.160096131429297,3,10,3.6404816605825494,4.286597023926696,84.51902576957342,B
BATCH_0127,2025-02-10 22:05:54.024883,6.501892734973863,3.1053562086824975,10,7,4.428964380029124,2.0837897861604113,93.68444310595932,A
BATCH_0128,2025-02-11 22:05:54.024883,6.586740454079446,6.562032723470226,3,4,3.9854024262686014,3.103481010301537,104.27812997438572,A
BATCH_0129,2025-02-12 22:05:54.024883,6.719930273017528,4.1357110210548065,6,1,3.5420532439442454,2.5493248366995593,80.1585286911279,B
BATCH_0130,2025-02-13 22:05:54.024883,6.59930486917676,5.705547350244439,8,2,3.332396373370291,2.708663483249915,85.55256098286677,A
BATCH_0131,2025-02-14 22:05:54.024883,6.389867313786773,4.96946563458895,5,8,5.007355854651105,3.0681840033403978,92.99911281688387,A
BATCH_0132,2025-02-15 22:05:54.024883,6.713712594961206,2.3072866900182527,10,10,3.8132973999979476,1.8039798383990482,84.42172491694109,B
BATCH_0133,2025-02-16 22:05:54.024883,6.487539257254779,2.712900335365076,1,1,3.1656241432112275,3.8054024262651662,101.44096777852461,A
BATCH_0134,2025-02-17 22:05:54.024883,6.794718486127037,6.059921635162322,3,1,3.3876885382042614,0.9204945829127271,71.52213024787491,B
BATCH_0135,2025-02-18 22:05:54.024883,6.5161151531532395,3.330449335786918,4,8,3.06127262999845,1.4614436939641156,91.78019915466993,A
BATCH_0136,2025-02-19 22:05:54.024883,7.009986881003508,3.1927030735160065,1,9,2.297725237074805,3.7924293743370825,91.68213254436138,B
BATCH_0137,2025-02-20 22:05:54.024883,6.543349341532752,2.089754841301294,9,4,3.6563254956036615,3.0900047611044714,96.5203869831373,A
BATCH_0138,2025-02-21 22:05:54.024883,6.635587696758865,4.847198131186922,5,10,4.391227108278657,5.040391097681434,85.62051348822995,A
BATCH_0139,2025-02-22 22:05:54.024883,6.862703443473934,8.12504983848629,4,3,2.684721398876348,2.5683504436531304,93.9152121840583,C
BATCH_0140,2025-02-23 22:05:54.024883,6.453827136713209,1.8649341714914542,6,1,3.527631297939509,4.200429296459093,82.50860753760439,B
BATCH_0141,2025-02-24 22:05:54.024883,6.745491986920826,4.0484389133455165,8,5,3.1465476104312016,0.6425212173365966,76.98608729737411,A
BATCH_0142,2025-02-25 22:05:54.024883,6.9614285508564855,6.8244411108308585,5,3,3.760751262784926,1.0864850268028052,75.52796988840495,A
BATCH_0143,2025-02-26 22:05:54.024883,6.378503353087755,3.8407172175085695,3,7,3.413834921637717,3.395525537416974,70.58597812624576,A
BATCH_0144,2025-02-27 22:05:54.024883,6.736926771706461,4.904743592499468,6,7,2.8199726727911996,0.7596321743855148,80.58641208485147,B
BATCH_0145,2025-02-28 22:05:54.024883,6.751976558849685,1.8752129437062406,1,6,3.009448143025132,2.302632392990511,88.11488377057063,B
BATCH_0146,2025-03-01 22:05:54.024883,6.856364574355462,4.856614194415297,4,1,3.0848497340078964,3.6672090836471583,82.91867903915745,B
BATCH_0147,2025-03-02 22:05:54.024883,6.452609857824384,3.6257114699909025,8,7,4.172159103993604,3.001171264488668,86.97966099973554,A
BATCH_0148,2025-03-03 22:05:54.024883,6.435908677383145,5.971459991359726,9,1,4.146629638465075,2.5110952203195795,97.34879017386338,B
BATCH_0149,2025-03-04 22:05:54.024883,6.80438831312338,6.374772103129502,8,5,3.344326056443651,2.050892531170685,79.82513451674305,A
BATCH_0150,2025-03-05 22:05:54.024883,6.759396934646637,9.179127284037229,3,9,4.113901716725673,2.7022258745919645,108.40296498045306,A
BATCH_0151,2025-03-06 22:05:54.024883,6.750098570069175,5.1592663464271515,9,8,3.413408080301913,3.07724837237553,92.55242998990572,A
BATCH_0152,2025-03-07 22:05:54.024883,6.7692896418993955,4.6515926331643325,7,2,3.3366686207749066,1.8391056630138172,83.03074277424766,C
BATCH_0153,2025-03-08 22:05:54.024883,6.563995055684302,4.388768603154672,1,9,3.5285589202755876,2.871736028012047,82.80397905774426,B
BATCH_0154,2025-03-09 22:05:54.024883,6.746450739432201,3.293667414378623,2,5,3.6424126393118184,3.5784307441987107,74.9187004322315,A
BATCH_0155,2025-03-10 22:05:54.024883,6.758614494659737,4.6769676869233825,1,10,3.222277603567499,2.2775218667001416,84.74283035112897,B
BATCH_0156,2025-03-11 22:05:54.024883,6.557129716394726,3.409197179721941,9,6,3.510932871091111,2.568122850140652,63.38403866761463,C
BATCH_0157,2025-03-12 22:05:54.024883,7.073154902228952,4.336921952539228,10,3,3.8936612528232617,2.983778834002778,97.55766175268559,A
BATCH_0158,2025-03-13 22:05:54.024883,6.794766584182358,6.63519507121592,6,3,3.5647698196030233,3.051334216089744,56.833891999827316,A
BATCH_0159,2025-03-14 22:05:54.024883,6.46173930055947,1.9869148694407177,10,9,3.52139145106216,3.3784535729984397,85.41750973367849,C
BATCH_0160,2025-03-15 22:05:54.024883,6.831310721726766,6.279757122258091,1,8,3.7470901071403975,1.48562504401805,73.56010998676628,B
BATCH_0161,2025-03-16 22:05:54.024883,6.505063665954536,6.634230134679731,4,10,3.8333530304293046,1.9710774976146896,77.98821348076356,A
BATCH_0162,2025-03-17 22:05:54.024883,6.8574169207484905,3.7638629460178423,4,10,3.468692090693539,2.008121307950346,79.27848067077456,A
BATCH_0163,2025-03-18 22:05:54.024883,6.931719115801481,-0.24370979801718917,7,2,3.2629094714609255,1.596087834837323,104.25626127461945,A
BATCH_0164,2025-03-19 22:05:54.024883,6.535863536329658,2.7843560258111353,9,2,3.5946016517371175,0.7015860786421853,73.9674929452966,A
BATCH_0165,2025-03-20 22:05:54.024883,6.892675225848865,6.593989093122218,1,5,2.7030181350883504,-0.754478941297708,94.14259544794123,C
BATCH_0166,2025-03-21 22:05:54.024883,6.7825561853873,3.9542638754022357,8,6,3.3948390022480726,3.6954527117529805,96.60401829267342,A
BATCH_0167,2025-03-22 22:05:54.024883,6.864412031998898,2.0013955354101785,9,2,2.26422004584287,0.9461069955524573,61.61571799756902,B
BATCH_0168,2025-03-23 22:05:54.024883,7.07935859653079,2.990450157543565,10,5,2.6621041082817496,4.066509126705908,78.84647233238566,A
BATCH_0169,2025-03-24 22:05:54.024883,6.650922376799426,5.681240053009106,10,7,2.5869070752916445,3.2394094886164626,99.844590928257,A
BATCH_0170,2025-03-25 22:05:54.024883,6.549252767128502,5.093467136402759,10,10,4.0236758712265255,2.094311620193747,71.85226549280546,A
BATCH_0171,2025-03-26 22:05:54.024883,6.522097114074896,3.5221358016606112,10,10,3.5069909079846626,3.116422104814734,96.98276036644636,B
BATCH_0172,2025-03-27 22:05:54.024883,6.536837943006913,3.266351176370625,7,8,2.8689754883918326,2.9251332467137217,84.82133418598914,A
BATCH_0173,2025-03-28 22:05:54.024883,6.68457965811718,3.216483701912356,9,7,3.7455330217226783,1.3982256370602262,84.38902670432319,B
BATCH_0174,2025-03-29 22:05:54.024883,6.768230394963329,2.155179631002995,10,8,3.994327239683259,2.4850222263703694,85.69491612719634,A
BATCH_0175,2025-03-30 22:05:54.024883,6.755338159866004,7.2307513789388835,2,9,3.754242778073687,1.520161227458508,88.42571831531457,A
BATCH_0176,2025-03-31 22:05:54.024883,6.865436649807205,3.35535906157732,4,5,3.405644935753707,3.1541280021710922,75.44361815305757,A
BATCH_0177,2025-04-01 22:05:54.024883,6.702600378375582,6.434317041650993,1,5,3.6162433092096835,1.7847790482006123,82.39580466847461,A
BATCH_0178,2025-04-02 22:05:54.024883,6.990706815431464,7.042632103844903,10,10,3.9507482665713662,2.4033704638033275,88.70598413980211,B
BATCH_0179,2025-04-03 22:05:54.024883,6.647068633352409,5.996621796295921,3,4,3.265377081168672,2.3602010809892504,86.76885839430008,A
BATCH_0180,2025-04-04 22:05:54.024883,7.244033833317924,3.136759374563903,5,9,3.514933461628913,2.621579000539382,88.49225562544467,B
BATCH_0181,2025-04-05 22:05:54.024883,6.825133469553001,4.807460180673219,5,5,3.3714034776967843,4.162555081114022,77.81312955851116,A
BATCH_0182,2025-04-06 22:05:54.024883,6.5285684887167434,3.9516087872181678,6,2,2.6932920736737573,2.259039417144082,91.32299209783301,A
BATCH_0183,2025-04-07 22:05:54.024883,6.485821500387778,2.1925962785397437,9,9,3.958284090322151,3.7179271419745152,86.26475675488375,A
BATCH_0184,2025-04-08 22:05:54.024883,6.796494483048638,4.6487185634432056,9,8,4.528635932497005,2.9799969943350377,69.19299948326078,A
BATCH_0185,2025-04-09 22:05:54.024883,6.65530744293483,1.641920417680395,1,7,3.063102689379405,3.9184025460365826,79.68628483033021,B
BATCH_0186,2025-04-10 22:05:54.024883,6.842800098818419,6.375358776923127,2,8,3.9813401174431498,2.161564215185181,76.04495479691394,B
BATCH_0187,2025-04-11 22:05:54.024883,6.794647524914709,3.070765405403214,9,3,3.0790031101191997,3.196136241969568,75.91621907029314,A
BATCH_0188,2025-04-12 22:05:54.024883,6.685434217468625,4.4023193117456785,10,4,3.5663939075385325,2.440731977399659,80.23519869548569,A
BATCH_0189,2025-04-13 22:05:54.024883,6.530641256386319,4.566575743092284,4,5,4.254006136894889,-0.4893930211632136,91.13471936691779,B
BATCH_0190,2025-04-14 22:05:54.024883,6.397030555062827,3.482190052591845,6,4,3.2397805073039443,1.4101564149795245,78.73207750439943,B
BATCH_0191,2025-04-15 22:05:54.024883,6.610697009586596,5.17338760295055,1,1,3.492656792804063,3.0823769459527517,87.2505788525794,B
BATCH_0192,2025-04-16 22:05:54.024883,6.871279758864695,3.050192686754951,3,4,2.5992485017459614,3.0162649162799986,85.61162567850916,A
BATCH_0193,2025-04-17 22:05:54.024883,6.742818748826041,5.742594594914488,2,10,3.1678978280268844,1.2050226113650766,77.20947595693309,A
BATCH_0194,2025-04-18 22:05:54.024883,6.450852244257603,1.308040639506503,3,2,2.546863838999647,2.7203675488380035,81.55184869332705,C
